sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Oxygen Diss,Temp Water,pH,ln Turd,ln Cond,ln Coliform,cos_day_of_year,sin_day_of_year,cos_time_of_day,sin_time_of_day,Oxygen Diss * Temp Water,Oxygen Diss * pH,Oxygen Diss * ln Turd,Oxygen Diss * ln Cond,Oxygen Diss * cos_day_of_year,Oxygen Diss * sin_day_of_year,Oxygen Diss * cos_time_of_day,Temp Water * pH,Temp Water * ln Turd,Temp Water * ln Cond,Temp Water * cos_day_of_year,Temp Water * sin_day_of_year,Temp Water * cos_time_of_day,pH * ln Turd,pH * ln Cond,pH * cos_day_of_year,pH * sin_day_of_year,pH * cos_time_of_day,ln Turd * ln Cond,ln Turd * cos_day_of_year,ln Turd * sin_day_of_year,ln Turd * cos_time_of_day,ln Cond * cos_day_of_year,ln Cond * sin_day_of_year,ln Cond * cos_time_of_day,cos_day_of_year * sin_day_of_year,cos_day_of_year * cos_time_of_day,sin_day_of_year * cos_time_of_day,Oxygen Diss n/(n+1),Temp Water n/(n+1),pH n/(n+1),ln Turd n/(n+1),ln Cond n/(n+1),cos_day_of_year n/(n+1),sin_day_of_year n/(n+1)
AN-48M08,R.WISSEY ICKBURGH RD.BR.,2021-12-07T15:00:00,11.7,4.2,7.97,1.85629799,6.499787041,7.43838353,0.914243791,-0.405164522,-0.707106781,-0.707106781,49.14,93.249,21.71868648,76.04750838,10.69665235,-4.740424907,-8.273149338,33.474,7.796451558,27.29910557,3.839823922,-1.701690992,-2.96984848,14.79469498,51.80330272,7.286523014,-3.22916124,-5.635641045,12.06554162,1.697108912,-0.752106088,-1.312600896,5.942389945,-2.63348311,-4.596043492,-0.370419149,-0.646467984,0.286494581,0.921259843,0.807692308,0.88851728,0.649896473,0.866662881,0.4776005,-0.681137116
SW-82528110,RIVER CAMEL AT TRECARNE BRIDGE,2021-12-07T12:02:00,10.4,9.3,6.99,4.143134726,4.955827058,9.210340372,0.914243791,-0.405164522,-0.999961923,-0.008726535,96.72,72.696,43.08860115,51.5406014,9.508135426,-4.213711029,-10.399604,65.007,38.53115295,46.08919164,8.502467256,-3.768030055,-9.299645884,28.96051173,34.64123114,6.390564099,-2.832100009,-6.989733842,20.53265918,3.787835199,-1.678651201,-4.142976968,4.530834117,-2.007925301,-4.955638355,-0.370419149,-0.914208979,0.405149095,0.912280702,0.902912621,0.874843554,0.80556605,0.832097207,0.4776005,-0.681137116
SW-82528154,RIVER CAMEL AT CAMELFORD BRIDGE,2021-12-07T11:04:00,10.8,9.1,7.17,4.418840608,4.983606622,8.71604405,0.914243791,-0.405164522,-0.970295726,0.241921896,98.28,77.436,47.72347857,53.82295152,9.873832943,-4.375776838,-10.47919384,65.247,40.21144953,45.35082026,8.319618498,-3.68699715,-8.829691107,31.68308716,35.73245948,6.555127981,-2.905029623,-6.957020355,22.02176332,4.039897589,-1.790357443,-4.287582156,4.556231411,-2.019180595,-4.835572205,-0.370419149,-0.887086843,0.393129404,0.915254237,0.900990099,0.877600979,0.81545868,0.832876714,0.4776005,-0.681137116
SW-72920121,RIVER TORRIDGE AT BEAM BRIDGE,2021-12-07T10:12:00,12.2,7.5,8.09,2.186051277,5.170483995,7.003065459,0.914243791,-0.405164522,-0.891006524,0.4539905,91.5,98.698,26.66982558,63.07990474,11.15377425,-4.943007168,-10.87027959,60.675,16.39538458,38.77862996,6.856828432,-3.038733915,-6.68254893,17.68515483,41.82921552,7.396232269,-3.277780983,-7.208242779,11.30294314,1.998583807,-0.885710421,-1.94778595,4.727082889,-2.094896676,-4.606934972,-0.370419149,-0.814597182,0.361004232,0.924242424,0.882352941,0.889988999,0.686131856,0.837938158,0.4776005,-0.681137116
SO-E0007051,SWALECLIFFE BROOK,2021-12-07T09:58:00,13.3,5,8.23,4.59511985,6.56526497,7.090076836,0.914243791,-0.405164522,-0.86162916,0.507538363,66.5,109.459,61.115094,87.3180241,12.15944242,-5.388688143,-11.45966783,41.15,22.97559925,32.82632485,4.571218955,-2.02582261,-4.3081458,37.81783637,54.0321307,7.5242264,-3.334504016,-7.091207987,30.16817938,4.201059792,-1.861779538,-3.959289256,6.002252735,-2.660012443,-5.656823741,-0.370419149,-0.78773911,0.349101567,0.93006993,0.833333333,0.891657638,0.821272819,0.867816923,0.4776005,-0.681137116
NW-88024649,DUBBS BECK U/S DUBBS RESERVOIR,2021-12-06T14:30:00,10.9,7.6,6.91,1.00E-07,4.382026635,2.890371758,0.907139053,-0.420831009,-0.79335334,-0.608761429,82.84,75.319,1.09E-06,47.76409032,9.887815678,-4.587057998,-8.647551406,52.516,7.60E-07,33.30340243,6.894256803,-3.198315668,-6.029485384,6.91E-07,30.27980405,6.268330856,-2.907942272,-5.482071579,4.38E-07,9.07E-08,-4.21E-08,-7.93E-08,3.975107492,-1.84409269,-3.476495467,-0.381752243,-0.719681798,0.333867687,0.915966387,0.88372093,0.87357775,1.00E-07,0.814196386,0.475654385,-0.726611776
NW-88024648,DUBBS BECK AT CAPPLE HOWE IMPOUNDMENT,2021-12-06T13:55:00,12.6,4.4,7.32,0.262364264,4.304065093,2.302585093,0.907139053,-0.420831009,-0.876726756,-0.480988769,55.44,92.232,3.305789726,54.23122017,11.42995207,-5.302470713,-11.04675713,32.208,1.154402762,18.93788641,3.991411833,-1.85165644,-3.857597726,1.920506412,31.50575648,6.640257868,-3.080482986,-6.417639854,1.12923287,0.23800087,-0.110411018,-0.23002177,3.904385533,-1.811284056,-3.773489027,-0.381752243,-0.795313079,0.368953805,0.926470588,0.814814815,0.879807692,0.207835624,0.811465361,0.475654385,-0.726611776
NW-88023151,RIVER GOWAN @ STUBBINGS BRIDGE,2021-12-06T13:40:00,12.9,4.1,7.53,0.182321557,4.33073334,3.80666249,0.907139053,-0.420831009,-0.906307787,-0.422618262,52.89,97.137,2.351948085,55.86646009,11.70209378,-5.428720016,-11.69137045,30.873,0.747518384,17.75600669,3.719270117,-1.725407137,-3.715861927,1.372881324,32.61042205,6.830757069,-3.168857498,-6.824497636,0.789586046,0.165391005,-0.076726565,-0.165239447,3.928577341,-1.822506881,-3.924977349,-0.381752243,-0.822147188,0.38140242,0.928057554,0.803921569,0.882766706,0.154206405,0.812408549,0.475654385,-0.726611776
NW-88004397,RIVER KENT AT SEDGEWICK,2021-12-06T12:05:00,12.4,6.4,7.82,0.741937345,5.087596335,7.740664402,0.907139053,-0.420831009,-0.999762027,-0.021814885,79.36,96.968,9.200023078,63.08619455,11.24852426,-5.218304512,-12.39704913,50.048,4.748399008,32.56061654,5.805689939,-2.693318458,-6.398476973,5.801950038,39.78500334,7.093827394,-3.29089849,-7.818139051,3.774677717,0.673040341,-0.312230242,-0.741760784,4.615157321,-2.141018299,-5.086385624,-0.381752243,-0.906923178,0.420730863,0.925373134,0.864864865,0.886621315,0.425926539,0.835731552,0.475654385,-0.726611776
SW-70220159,RIVER AXE AT WHITFORD BRIDGE,2021-12-06T11:00:00,11.6,6.4,8.09,2.091864062,6.200509174,7.740664402,0.907139053,-0.420831009,-0.965925826,0.258819045,74.24,93.844,24.26562312,71.92590642,10.52281301,-4.881639704,-11.20473958,51.776,13.38793,39.68325871,5.805689939,-2.693318458,-6.181925286,16.92318026,50.16211922,7.338754939,-3.404522863,-7.814339932,12.97062231,1.897611584,-0.880321264,-2.020585522,5.62472402,-2.609366532,-5.989231946,-0.381752243,-0.876229039,0.40649154,0.920634921,0.864864865,0.889988999,0.676570515,0.861120932,0.475654385,-0.726611776
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-12-01T10:51:00,11.3,7.2,7.38,4.158883083,5.111987788,8.699514748,0.867633623,-0.497204078,-0.955019944,0.296541575,81.36,83.394,46.99537884,57.765462,9.80425994,-5.618406081,-10.79172537,53.136,29.9439582,36.80631207,6.246962086,-3.579869362,-6.876143597,30.69255715,37.72646988,6.403136138,-3.669366096,-7.048047187,21.26015953,3.608386797,-2.067813629,-3.971816289,4.435332485,-2.541701175,-4.882050291,-0.431390976,-0.828607414,0.474839811,0.918699187,0.87804878,0.880668258,0.806159592,0.836387108,0.464563077,-0.988878502
MD-57464620,RIVER HAMPS - WINKHILL,2021-12-01T09:40:00,12.2,6.5,7.76,3.091042453,5.459585514,8.070906089,0.867633623,-0.497204078,-0.819152044,0.573576436,79.3,94.672,37.71071793,66.60694327,10.5851302,-6.065889752,-9.993654937,50.44,20.09177594,35.48730584,5.63961855,-3.231826507,-5.324488286,23.98648944,42.36638359,6.732836914,-3.858303645,-6.356619861,16.8758106,2.681892362,-1.536878913,-2.532033743,4.73691996,-2.714528182,-4.472230633,-0.431390976,-0.710723856,0.407285737,0.924242424,0.866666667,0.885844749,0.755563524,0.845191306,0.464563077,-0.988878502
MD-57403450,RIVER MANIFOLD - ILAM,2021-12-01T09:13:00,11.9,7,7.73,3.433987204,5.505331536,8.070906089,0.867633623,-0.497204078,-0.746057375,0.665881666,83.3,91.987,40.86444773,65.51344528,10.32484011,-5.916728528,-8.878082763,54.11,24.03791043,38.53732075,6.073435361,-3.480428546,-5.222401625,26.54472109,42.55621277,6.706807906,-3.843387523,-5.767023509,18.90523805,2.979442759,-1.707392442,-2.561951479,4.776610746,-2.73727329,-4.107293194,-0.431390976,-0.647304463,0.370942769,0.92248062,0.875,0.885452463,0.774469354,0.846279933,0.464563077,-0.988878502
MD-54520250,RIVER DOVE  DOVEDALE,2021-12-01T09:00:00,11.9,7.5,7.92,3.433987204,5.777652323,7.696212639,0.867633623,-0.497204078,-0.707106781,0.707106781,89.25,94.248,40.86444773,68.75406264,10.32484011,-5.916728528,-8.414570694,59.4,25.75490403,43.33239242,6.507252173,-3.729030585,-5.303300858,27.19717866,45.7590064,6.871658294,-3.937856298,-5.600285706,19.84038415,2.979442759,-1.707392442,-2.428195638,5.012885417,-2.872672296,-4.085417136,-0.431390976,-0.613509618,0.351576375,0.92248062,0.882352941,0.887892377,0.774469354,0.852456285,0.464563077,-0.988878502
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-11-30T11:50:00,12.1,6.4,7.7,1.871802177,5.513428746,7.696212639,0.858952557,-0.512055178,-0.999048222,0.043619387,77.44,93.17,22.64880634,66.71248783,10.39332594,-6.195867654,-12.08848349,49.28,11.97953393,35.28594397,5.497296365,-3.277153139,-6.393908621,14.41287676,42.45340134,6.613934689,-3.942824871,-7.692671309,10.32004793,1.607789266,-0.958465997,-1.870020637,4.735773719,-2.823179738,-5.508181186,-0.439831104,-0.858135025,0.511567815,0.923664122,0.864864865,0.885057471,0.6517866,0.846471031,0.462062657,-1.049412054
NE-49705106,WHARFE AT ADDINGHAM,2021-11-16T15:28:00,11.6,9.3,8.18,0.530628251,5.710427017,5.347107531,0.712031079,-0.702147949,-0.615661475,-0.788010754,107.88,94.888,6.155287712,66.2409534,8.259560516,-8.144916208,-7.14167311,76.074,4.934842734,53.10697126,6.621889035,-6.529975926,-5.725651718,4.340539093,46.711293,5.824414226,-5.743570223,-5.036110865,3.0301139,0.377823806,-0.372579538,-0.326687372,4.06600151,-4.009564618,-3.51568992,-0.499951162,-0.438370104,0.432285442,0.920634921,0.902912621,0.891067538,0.346673499,0.850978187,0.415898454,-2.357371543
NE-49705092,FIR BECK AT HAUGH BRIDGE,2021-11-16T14:41:00,11.4,9.2,8.1,0.182321557,5.624017506,5.347107531,0.712031079,-0.702147949,-0.76323247,-0.64612398,104.88,92.34,2.07846575,64.11379957,8.117154301,-8.004486619,-8.700850158,74.52,1.677358324,51.74096106,6.550685927,-6.459761131,-7.021738724,1.476804612,45.5545418,5.76745174,-5.687398387,-6.182183007,1.025379628,0.129818615,-0.128016707,-0.139153732,4.004475253,-3.948892357,-4.292432772,-0.499951162,-0.543445239,0.535902113,0.919354839,0.901960784,0.89010989,0.154206405,0.849034215,0.415898454,-2.357371543
AN-48M08,R.WISSEY ICKBURGH RD.BR.,2021-11-16T14:20:00,10.8,9.5,8,0.955511445,6.539585956,4.276666119,0.712031079,-0.702147949,-0.819152044,-0.573576436,102.6,86.4,10.31952361,70.62752832,7.689935653,-7.583197849,-8.846842075,76,9.077358728,62.12606658,6.764295251,-6.670405516,-7.781944418,7.64409156,52.31668765,5.696248632,-5.617183592,-6.553216352,6.248649227,0.680353845,-0.670910401,-0.782709153,4.656388444,-4.591756866,-5.356915203,-0.499951162,-0.583261714,0.575165928,0.915254237,0.904761905,0.888888889,0.488624829,0.867366722,0.415898454,-2.357371543
NE-49700224,DIBB AT HARTLINGTON BRIDGE,2021-11-16T14:19:00,11.5,9.1,7.82,0.832909123,4.934473933,6.086774727,0.712031079,-0.702147949,-0.821646938,-0.569996763,104.65,89.93,9.578454915,56.74645023,8.188357409,-8.074701414,-9.448939787,71.162,7.579473019,44.90371279,6.479482819,-6.389546336,-7.476987136,6.513349342,38.58758616,5.568083038,-5.490796961,-6.425279055,4.109968356,0.593057182,-0.584825432,-0.684357231,3.513498799,-3.464730751,-4.054395398,-0.499951162,-0.585038156,0.576917712,0.92,0.900990099,0.886621315,0.454419214,0.831493067,0.415898454,-2.357371543
NE-49705101,BLEA BECK U/S GRIMWITH RESERVOIR,2021-11-16T13:17:00,11.8,8.2,7.13,0.741937345,3.850147602,4.276666119,0.712031079,-0.702147949,-0.94408902,-0.329690645,96.76,84.134,8.754860671,45.4317417,8.401966732,-8.285345798,-11.14025044,58.466,6.083886229,31.57121034,5.838654848,-5.757613182,-7.741529964,5.29001327,27.4515524,5.076781593,-5.006314876,-6.731354713,2.85656829,0.528282448,-0.520949785,-0.700454901,2.741424751,-2.703373242,-3.634882076,-0.499951162,-0.672220724,0.662890169,0.921875,0.891304348,0.87699877,0.425926539,0.793820708,0.415898454,-2.357371543
NW-88004397,RIVER KENT AT SEDGEWICK,2021-11-15T14:50:00,11,10.2,7.72,1.609437912,5.111987788,6.327936784,0.699847677,-0.714292117,-0.737277337,-0.675590208,112.2,84.92,17.70381703,56.23186567,7.698324447,-7.857213287,-8.110050707,78.744,16.4162667,52.14227544,7.138446305,-7.285779593,-7.520228837,12.42486068,39.46454572,5.402824066,-5.514335143,-5.691781042,8.227426952,1.126361384,-1.149608813,-1.186602098,3.577612778,-3.651452579,-3.768952743,-0.499895679,-0.515981832,0.52663139,0.916666667,0.910714286,0.885321101,0.616775707,0.836387108,0.411711994,-2.500078435
NW-88024649,DUBBS BECK U/S DUBBS RESERVOIR,2021-11-15T13:05:00,9.77,10.3,6.89,1.00E-07,4.454347296,2.302585093,0.699847677,-0.714292117,-0.960049854,-0.279829014,100.631,67.3153,9.77E-07,43.51897308,6.837511804,-6.978633983,-9.379687074,70.967,1.03E-06,45.87977715,7.208431073,-7.357208805,-9.888513496,6.89E-07,30.69045287,4.821950495,-4.921472686,-6.614743494,4.45E-07,7.00E-08,-7.14E-08,-9.60E-08,3.117364608,-3.18170516,-4.276395471,-0.499895679,-0.67188866,0.685756043,0.907149489,0.911504425,0.873257288,1.00E-07,0.816660006,0.411711994,-2.500078435
NW-88024648,DUBBS BECK AT CAPPLE HOWE IMPOUNDMENT,2021-11-15T12:30:00,10.8,9.1,7.23,1.00E-07,4.317488114,3.583518938,0.699847677,-0.714292117,-0.991444861,-0.130526192,98.28,78.084,1.08E-06,46.62887163,7.558354912,-7.714354864,-10.7076045,65.793,9.10E-07,39.28914184,6.368613861,-6.500058265,-9.022148235,7.23E-07,31.21543906,5.059898705,-5.164332006,-7.168146345,4.32E-07,7.00E-08,-7.14E-08,-9.91E-08,3.021584027,-3.083947725,-4.280551403,-0.499895679,-0.693860383,0.708181249,0.915254237,0.900990099,0.878493317,1.00E-07,0.811941282,0.411711994,-2.500078435
NW-88023151,RIVER GOWAN @ STUBBINGS BRIDGE,2021-11-15T12:15:00,11,8.9,7.42,0.182321557,4.290459441,3.295836866,0.699847677,-0.714292117,-0.997858923,-0.065403129,97.9,81.62,2.005537127,47.19505385,7.698324447,-7.857213287,-10.97644815,66.038,1.622661857,38.18508902,6.228644325,-6.357199841,-8.880944415,1.352825953,31.83520905,5.192869763,-5.300047508,-7.404113209,0.782243246,0.127597318,-0.130230851,-0.181931193,3.002668073,-3.064641357,-4.281273237,-0.499895679,-0.698349249,0.712762763,0.916666667,0.898989899,0.881235154,0.154206405,0.8109805,0.411711994,-2.500078435
SW-81520166,RIVER FOWEY AT RESTORMEL,2021-11-09T15:45:00,10.2,11.7,7.16,0.262364264,4.709530201,5.480638923,0.62252866,-0.782597002,-0.555570233,-0.831469612,119.34,73.032,2.676115493,48.03720805,6.349792332,-7.98248942,-5.666816377,83.772,3.069661889,55.10150335,7.283585322,-9.156384923,-6.500171726,1.87852813,33.72023624,4.457305206,-5.603394534,-3.977882868,1.235612425,0.163329274,-0.205325486,-0.145761775,2.931817525,-3.685664216,-2.616474791,-0.487189063,-0.345858393,0.434787599,0.910714286,0.921259843,0.87745098,0.207835624,0.824854241,0.383678067,-3.599752576
SW-81520205,RIVER FOWEY AT RESPRYN BRIDGE,2021-11-09T15:15:00,10.3,11.6,7.21,0.530628251,4.691347882,5.669880923,0.62252866,-0.782597002,-0.659345815,-0.751839807,119.48,74.263,5.465470985,48.32088318,6.412045198,-8.060749121,-6.791261895,83.636,6.155287712,54.41963543,7.221332456,-9.078125223,-7.648411454,3.82582969,33.82461823,4.488431639,-5.642524384,-4.753883326,2.489361721,0.330331294,-0.415268078,-0.349867517,2.920498511,-3.671434788,-3.093220593,-0.487189063,-0.410461667,0.516002058,0.911504425,0.920634921,0.87819732,0.346673499,0.824294698,0.383678067,-3.599752576
SW-81520348,RIVER FOWEY AT HALFWAY HOUSE BRIDGE,2021-11-09T14:30:00,10.8,11.8,7.23,0.262364264,4.564348191,6.214608098,0.62252866,-0.782597002,-0.79335334,-0.608761429,127.44,78.084,2.833534051,49.29496046,6.723309528,-8.452047622,-8.568216072,85.314,3.095898315,53.85930865,7.345838188,-9.234644624,-9.361569412,1.896893629,33.00023742,4.500882212,-5.658176324,-5.735944648,1.197521854,0.163329274,-0.205325486,-0.208147565,2.841437563,-3.57204521,-3.621140882,-0.487189063,-0.493885192,0.620875945,0.915254237,0.921875,0.878493317,0.207835624,0.820284431,0.383678067,-3.599752576
SW-81520350,RIVER FOWEY AT BODITHIEL BRIDGE,2021-11-09T14:15:00,10.6,11.8,7.23,1.00E-07,4.59511985,5.966146739,0.62252866,-0.782597002,-0.831469612,-0.555570233,125.08,76.638,1.06E-06,48.70827041,6.598803796,-8.295528221,-8.813577887,85.314,1.18E-06,54.22241423,7.345838188,-9.234644624,-9.811341422,7.23E-07,33.22271652,4.500882212,-5.658176324,-6.011525295,4.60E-07,6.23E-08,-7.83E-08,-8.31E-08,2.860593803,-3.596127018,-3.820702519,-0.487189063,-0.517613663,0.650705626,0.913793103,0.921875,0.878493317,1.00E-07,0.821272819,0.383678067,-3.599752576
SO-E0007051,SWALECLIFFE BROOK,2021-11-09T13:35:00,10.1,11.1,8.08,1.916922612,7.327123292,7.313220387,0.62252866,-0.782597002,-0.915311479,-0.40274669,112.11,81.608,19.36091838,74.00394525,6.287539466,-7.90422972,-9.244645938,89.688,21.27784099,81.33106854,6.910068126,-8.686826722,-10.15995742,15.4887347,59.2031562,5.030031573,-6.323383776,-7.39571675,14.04552832,1.193339265,-1.500177889,-1.754581271,4.561344245,-5.734184722,-6.706600057,-0.487189063,-0.569807629,0.716320019,0.90990991,0.917355372,0.889867841,0.657172941,0.879910509,0.383678067,-3.599752576
SW-81522725,ST NEOT RIVER AT ST NEOT BRIDGE,2021-11-09T13:25:00,10.6,11.8,6.77,0.405465108,4.521788577,3.80666249,0.62252866,-0.782597002,-0.932007869,-0.362438038,125.08,71.762,4.297930145,47.93095892,6.598803796,-8.295528221,-9.879283411,79.886,4.784488274,53.35710521,7.345838188,-9.234644624,-10.99769285,2.744998781,30.61250867,4.214519028,-5.298181704,-6.309693273,1.833427494,0.25241365,-0.317315778,-0.377896671,2.814942984,-3.538738184,-4.214342536,-0.487189063,-0.58020161,0.729386564,0.913793103,0.921875,0.871299871,0.288491764,0.81889926,0.383678067,-3.599752576
SW-81522326,WARLEGGAN RIVER AT PANTERS BRIDGE,2021-11-09T12:55:00,10.9,11.6,6.96,0.09531018,4.454347296,2.890371758,0.62252866,-0.782597002,-0.97134207,-0.237685892,126.44,75.864,1.038880962,48.55238553,6.785562394,-8.530307322,-10.58762856,80.736,1.105598088,51.67042863,7.221332456,-9.078125223,-11.26756801,0.663358853,31.00225718,4.332799474,-5.446875134,-6.760540807,0.424544643,0.059333319,-0.074589461,-0.092578788,2.772958853,-3.48595884,-4.326694923,-0.487189063,-0.604688277,0.760169392,0.915966387,0.920634921,0.874371859,0.087016611,0.816660006,0.383678067,-3.599752576
SW-81520521,RIVER FOWEY AT DRAYNES BRIDGE,2021-11-09T11:35:00,10.2,11.1,6.54,0.09531018,4.317488114,4.787491743,0.62252866,-0.782597002,-0.994056338,0.108866875,113.22,66.708,0.972163836,44.03837876,6.349792332,-7.98248942,-10.13937465,72.594,1.057942998,47.92411807,6.910068126,-8.686826722,-11.03402535,0.623328577,28.23637227,4.071337436,-5.118184393,-6.501128451,0.411500569,0.059333319,-0.074589461,-0.094743689,2.68776009,-3.378853254,-4.291826424,-0.487189063,-0.61882856,0.77794551,0.910714286,0.917355372,0.867374005,0.087016611,0.811941282,0.383678067,-3.599752576
SW-81523404,SIBLYBACK STREAM AT TREKEIVESTEPS BRIDGE,2021-11-09T11:20:00,11.1,10.7,6.79,0.641853886,4.234106505,3.988984047,0.62252866,-0.782597002,-0.984807753,0.173648178,118.77,75.369,7.124578135,46.99858221,6.910068126,-8.686826722,-10.93136606,72.653,6.86783658,45.3049396,6.661056662,-8.373787921,-10.53744296,4.358187886,28.74958317,4.226969601,-5.313833644,-6.686844643,2.717677714,0.39957244,-0.502312927,-0.632102683,2.635852649,-3.313599057,-4.169780913,-0.487189063,-0.613071051,0.770707595,0.917355372,0.914529915,0.871630295,0.390932404,0.808945424,0.383678067,-3.599752576
SW-81520593,RIVER FOWEY AT HARROWBRIDGE,2021-11-09T11:00:00,10.3,11.1,6.22,1.00E-07,4.304065093,4.49980967,0.62252866,-0.782597002,-0.965925826,0.258819045,114.33,64.066,1.03E-06,44.33187046,6.412045198,-8.060749121,-9.949036008,69.042,1.11E-06,47.77512253,6.910068126,-8.686826722,-10.72177667,6.22E-07,26.77128488,3.872128265,-4.867753352,-6.008058638,4.30E-07,6.23E-08,-7.83E-08,-9.66E-08,2.679403875,-3.368348438,-4.15740763,-0.487189063,-0.60131651,0.755930656,0.911504425,0.917355372,0.861495845,1.00E-07,0.811465361,0.383678067,-3.599752576
SW-81020105,R YEALM AT PUSLINCH GAUGING STN,2021-11-08T11:21:00,11,10.5,8.04,1.335001067,6.118097198,6.745236349,0.608974651,-0.793189684,-0.985556059,0.169349504,115.5,88.44,14.68501174,67.29906918,6.698721161,-8.725086524,-10.84111665,84.42,14.0175112,64.24002058,6.394233836,-8.328491682,-10.34833862,10.73340858,49.18950147,4.896156194,-6.377245059,-7.923870714,8.167666287,0.812981809,-1.058909074,-1.31571839,3.725766106,-4.852811583,-6.029727763,-0.483032411,-0.600178657,0.781732899,0.916666667,0.913043478,0.889380531,0.571734671,0.859513017,0.378486169,-3.835348736
SW-72920121,RIVER TORRIDGE AT BEAM BRIDGE,2021-11-08T09:35:00,10.7,9.9,7.55,2.014903021,5.111987788,7.003065459,0.608974651,-0.793189684,-0.806444604,0.591309648,105.93,80.785,21.55946232,54.69826933,6.516028766,-8.487129619,-8.628957263,74.745,19.94753991,50.6086791,6.028849045,-7.852577872,-7.98380158,15.21251781,38.5955078,4.597758615,-5.988582114,-6.08865676,10.30015964,1.227024864,-1.598200291,-1.624907669,3.113070979,-4.054775978,-4.122534967,-0.483032411,-0.491104321,0.639663541,0.914529915,0.908256881,0.883040936,0.668314373,0.836387108,0.378486169,-3.835348736
MD-54520250,RIVER DOVE  DOVEDALE,2021-11-05T10:34:00,12.2,7.1,8.16,0.875468737,6.098074282,5.347107531,0.567247699,-0.823547235,-0.930417568,0.366501227,86.62,99.552,10.68071859,74.39650624,6.920421928,-10.04727627,-11.35109433,57.936,6.215828033,43.2963274,4.027458663,-5.847185369,-6.605964733,7.143824894,49.76028614,4.628741224,-6.720145438,-7.592207355,5.33867339,0.496607627,-0.720989858,-0.814551493,3.459118605,-5.022052214,-5.673755443,-0.467155274,-0.527777225,0.766242816,0.924242424,0.87654321,0.890829694,0.466799963,0.859116718,0.361938767,-4.667239048
MD-57403450,RIVER MANIFOLD - ILAM,2021-11-05T10:10:00,10.4,8.4,7.54,1.064710737,5.993961427,6.040254711,0.567247699,-0.823547235,-0.887010833,0.461748613,87.36,78.416,11.07299166,62.33719884,5.89937607,-8.564891244,-9.224912663,63.336,8.943570191,50.34927599,4.764880672,-6.917796774,-7.450890997,8.027918957,45.19446916,4.27704765,-6.209546152,-6.688061681,6.381835088,0.603954716,-0.876839584,-0.944409958,3.400060827,-4.93631036,-5.316708718,-0.467155274,-0.503154854,0.730495319,0.912280702,0.893617021,0.882903981,0.515670654,0.857019515,0.361938767,-4.667239048
MD-57464620,RIVER HAMPS - WINKHILL,2021-11-05T09:40:00,12.4,5.4,8.15,1.526056303,5.85220248,6.907755279,0.567247699,-0.823547235,-0.819152044,0.573576436,66.96,101.06,18.92309816,72.56731075,7.033871468,-10.21198571,-10.15748535,44.01,8.240704036,31.60189339,3.063137575,-4.447155069,-4.423421038,12.43735887,47.69545021,4.623068747,-6.711909965,-6.676089159,8.930790481,0.865651926,-1.256779449,-1.25007214,3.319648391,-4.819565171,-4.793843623,-0.467155274,-0.464662112,0.674610401,0.925373134,0.84375,0.890710383,0.604126005,0.854061522,0.361938767,-4.667239048
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-11-03T11:10:00,8.8,8.7,7.14,3.258096538,5.278114659,8.517193191,0.53858358,-0.84257209,-0.976296007,0.216439614,76.56,62.832,28.67124953,46.447409,4.739535504,-7.414634392,-8.591404862,62.118,28.34543988,45.91959753,4.685677146,-7.330377183,-8.493775261,23.26280928,37.68573867,3.845486761,-6.015964723,-6.97075349,17.1966071,1.754757297,-2.745181209,-3.18086664,2.842705889,-4.447192099,-5.153002266,-0.453795493,-0.525816999,0.822599767,0.897959184,0.896907216,0.877149877,0.765153281,0.840716512,0.350051558,-5.352113802
SW-82528110,RIVER CAMEL AT TRECARNE BRIDGE,2021-11-02T12:38:00,9.61,10.9,7.05,1.280933845,4.927253685,6.907755279,0.524010325,-0.851711911,-0.986285602,-0.165047606,104.749,67.7505,12.30977425,47.35090791,5.035739223,-8.184951465,-9.478204635,76.845,13.96217891,53.70706517,5.711712543,-9.28365983,-10.75051306,9.030583607,34.73713848,3.694272791,-6.004568973,-6.953313494,6.311486008,0.67122256,-1.090986613,-1.263366608,2.581931805,-4.196600652,-4.859679367,-0.446305835,-0.516823839,0.840031195,0.905749293,0.915966387,0.875776398,0.561583076,0.831287802,0.343836466,-5.743629962
SW-82528154,RIVER CAMEL AT CAMELFORD BRIDGE,2021-11-02T11:28:00,9.71,10.9,7.17,0.78845736,4.96284463,7.696212639,0.524010325,-0.851711911,-0.990268069,0.139173101,105.839,69.6207,7.655920966,48.18922136,5.088140256,-8.270122656,-9.61550295,78.153,8.594185224,54.09500647,5.711712543,-9.28365983,-10.79392195,5.653239271,35.583596,3.75715403,-6.106774402,-7.100222055,3.912991375,0.413159797,-0.671538525,-0.780784147,2.600581827,-4.226913884,-4.914546568,-0.446305835,-0.518910693,0.843423109,0.906629318,0.915966387,0.877600979,0.440858909,0.832294809,0.343836466,-5.743629962
